,Platform,Genre,Publisher,Critic_Score,User_Score,Rating,Cat
1536,PS2,Sports,Sony Computer Entertainment,63.0,6.8,E,Sports
1537,PC,Action,Ubisoft,52.0,6,T,Action
1538,PC,Platform,THQ,58.0,6.8,E,Adventure
1539,PC,Action,Activision,86.0,8.2,E10+,Action
1540,PC,Simulation,Ubisoft,56.0,4,E10+,Strategy
1541,PC,Shooter,Activision,84.0,8.3,T,Action
1542,PC,Sports,Electronic Arts,77.0,6.1,E,Sports
1543,PC,Shooter,Ubisoft,72.0,7.8,M,Action
1544,PC,Misc,Ubisoft,58.0,7.6,E,Puzzle
1545,XB,Action,THQ,69.0,3,T,Action
1546,PS3,Sports,Electronic Arts,83.0,5.5,E,Sports
1547,PC,Strategy,Electronic Arts,75.0,7,T,Strategy
1548,PC,Simulation,Electronic Arts,72.0,6.9,E,Strategy
1549,PC,Action,Activision,57.0,5.3,E10+,Action
1550,PC,Action,Electronic Arts,77.0,8.4,E,Action
1551,PC,Role-Playing,Activision,82.0,8,T,Strategy
1552,PC,Sports,Electronic Arts,91.0,4.5,E,Sports
1553,PS2,Shooter,Activision,70.0,9.2,E10+,Action
1554,PC,Action,Ubisoft,79.0,6.8,E,Action
1555,PC,Racing,THQ,61.0,5,T,Sports
1556,PC,Action,Activision,58.0,8,E10+,Action
1557,PC,Action,Activision,78.0,7.9,T,Action
